id_obs,id_sub,id_ses,participantcode,participantlabel,payoff,sessioncode,sessionlabel,treatment_past,treatment_future,matching_group,time_total,time_questions,time_waiting,role,round,earnings,group_id,state,message,action,bias,noise,time_decision,time_results,risk,risk_payoff,crt,time_crt,crt_payoff,trust_sender,trust_receiver,age,study,gender
121,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,1,111,1,2,2,2,Low,4,52,19,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
122,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,2,104,4,5,5,5,Low,-3,15,0,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
123,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,3,111,2,1,1,1,Low,4,16,8,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
124,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,4,105,1,3,3,3,Low,-2,19,22,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
125,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,5,106,3,1,1,1,Low,-1,12,12,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
126,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,6,106,2,4,4,4,Low,-1,4,10,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
127,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,7,111,1,4,4,4,Low,4,6,21,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
128,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,8,107,1,4,4,4,Low,0,15,21,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
129,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,9,107,2,4,4,4,Low,0,11,1,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
130,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,10,106,3,2,2,2,Low,-1,13,0,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
131,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,11,108,4,1,1,1,Low,1,9,25,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
132,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,12,106,2,4,4,4,Low,-1,7,21,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
133,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,13,103,2,1,1,1,Low,-4,12,11,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
134,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,14,108,1,4,4,4,Low,1,10,10,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
135,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,15,109,3,4,4,4,Low,2,16,3,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
136,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,16,110,2,5,5,5,Low,3,7,8,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
137,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,17,107,1,1,1,1,Low,0,8,7,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
138,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,18,107,4,4,4,4,Low,0,7,14,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
139,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,19,104,2,3,3,3,Low,-3,5,5,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
140,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,20,104,3,2,2,2,Low,-3,9,25,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
141,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,21,110,4,5,5,5,Low,3,4,12,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
142,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,22,103,2,1,1,1,Low,-4,5,23,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
143,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,23,107,1,3,3,3,Low,0,8,34,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
144,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,24,111,1,1,1,1,Low,4,5,31,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
145,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,25,110,1,1,1,1,Low,3,11,8,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
146,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,26,104,4,1,1,1,Low,-3,4,15,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
147,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,27,107,4,5,5,5,Low,0,8,9,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
148,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,28,109,2,1,1,1,Low,2,7,11,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
149,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,29,106,2,4,4,4,Low,-1,15,14,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
150,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,30,105,4,2,2,2,Low,-2,7,69,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
151,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,31,61,2,4,4,3,Medium,4,25,22,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
152,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,32,111,3,1,1,1,Low,4,5,8,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
153,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,33,107,1,5,5,5,Low,0,7,535,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
154,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,34,106,1,2,2,2,Low,-1,23,14,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
155,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,35,90,2,4,4,4,Medium,0,14,8,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
156,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,36,106,1,4,4,4,Low,-1,19,16,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
157,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,37,110,2,5,5,5,Low,3,5,23,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
158,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,38,109,4,2,2,2,Low,2,8,13,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
159,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,39,93,2,3,3,3,Medium,3,15,4,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
160,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,40,108,2,2,2,2,Low,1,6,54,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
161,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,41,107,3,2,2,2,Low,0,14,3,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
162,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,42,89,4,4,4,4,Medium,-1,25,34,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
163,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,43,86,2,3,3,3,Medium,-4,9,31,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
164,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,44,110,4,1,1,1,Low,3,10,24,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
165,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,45,104,3,4,4,4,Low,-3,4,10,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
166,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,46,86,3,5,5,5,Medium,-4,9,7,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
167,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,47,91,2,1,1,1,Medium,1,8,8,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
168,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,48,107,4,2,2,2,Low,0,10,4,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
169,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,49,107,3,3,3,3,Low,0,11,20,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
170,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,50,106,4,1,1,1,Low,-1,8,13,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
171,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,51,108,2,3,3,3,Low,1,3,0,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
172,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,52,93,4,5,5,5,Medium,3,4,10,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
173,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,53,107,2,4,4,4,Low,0,8,0,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
174,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,54,110,4,5,5,5,Low,3,4,21,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
175,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,55,57,3,2,2,1,Medium,0,11,0,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
176,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,56,104,2,3,3,3,Low,-3,8,0,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
177,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,57,106,1,3,3,3,Low,-1,8,40,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
178,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,58,93,1,5,5,5,Medium,3,7,11,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
179,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,59,111,3,4,4,4,Low,4,6,8,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
180,3,3,n3647aip,PC04,33.24,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,535,36,Sender,60,104,3,5,5,5,Low,-3,4,5,5,300,3,3,150,Strongly agree,Agree,20,Economics,Female
181,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,1,114,4,2,2,2,Low,4,12,15,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
182,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,2,107,4,5,5,5,Low,-3,4,9,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
183,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,3,114,3,1,1,1,Low,4,4,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
184,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,4,108,4,3,3,3,Low,-2,16,20,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
185,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,5,109,1,1,1,1,Low,-1,9,2,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
186,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,6,109,2,4,4,4,Low,-1,5,6,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
187,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,7,114,4,4,4,4,Low,4,4,13,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
188,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,8,110,4,4,4,4,Low,0,3,16,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
189,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,9,110,4,4,4,4,Low,0,4,12,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
190,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,10,109,1,2,2,2,Low,-1,3,7,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
191,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,11,111,3,1,1,1,Low,1,4,24,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
192,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,12,109,2,4,4,4,Low,-1,3,8,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
193,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,13,106,3,1,1,1,Low,-4,4,19,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
194,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,14,111,3,4,4,4,Low,1,4,13,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
195,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,15,112,3,4,4,4,Low,2,8,17,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
196,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,16,113,1,5,5,5,Low,3,3,115,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
197,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,17,110,2,1,1,1,Low,0,13,30,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
198,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,18,110,1,4,4,4,Low,0,3,2,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
199,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,19,107,2,3,3,3,Low,-3,12,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
200,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,20,107,1,2,2,2,Low,-3,3,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
201,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,21,113,3,5,5,5,Low,3,26,5,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
202,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,22,106,1,1,1,1,Low,-4,10,7,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
203,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,23,110,2,3,3,3,Low,0,4,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
204,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,24,114,3,1,1,1,Low,4,10,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
205,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,25,113,4,1,1,1,Low,3,3,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
206,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,26,107,1,1,1,1,Low,-3,30,19,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
207,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,27,110,1,5,5,5,Low,0,4,10,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
208,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,28,112,2,1,1,1,Low,2,2,5,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
209,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,29,109,2,4,4,4,Low,-1,6,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
210,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,30,108,3,2,2,2,Low,-2,2,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
211,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,31,114,1,4,4,4,Medium,4,6,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
212,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,32,114,3,1,1,1,Low,4,4,16,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
213,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,33,110,1,5,5,5,Low,0,5,14,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
214,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,34,109,4,2,2,2,Low,-1,16,6,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
215,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,35,110,4,4,4,4,Medium,0,3,14,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
216,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,36,109,3,4,4,4,Low,-1,4,1,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
217,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,37,113,1,5,5,5,Low,3,6,4,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
218,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,38,112,2,2,2,2,Low,2,4,7,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
219,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,39,93,4,3,4,4,Medium,3,4,3,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
220,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,40,111,4,2,2,2,Low,1,4,10,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
221,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,41,110,4,2,2,2,Low,0,6,8,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
222,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,42,109,4,4,4,4,Medium,-1,3,16,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
223,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,43,106,4,3,3,3,Medium,-4,4,11,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
224,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,44,113,4,1,1,1,Low,3,3,12,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
225,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,45,107,2,4,4,4,Low,-3,3,3,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
226,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,46,106,2,5,5,5,Medium,-4,3,14,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
227,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,47,91,1,1,2,2,Medium,1,27,19,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
228,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,48,110,2,2,2,2,Low,0,4,24,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
229,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,49,110,2,3,3,3,Low,0,2,229,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
230,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,50,109,2,1,1,1,Low,-1,3,10,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
231,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,51,111,3,3,3,3,Low,1,8,16,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
232,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,52,113,2,5,5,5,Medium,3,11,14,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
233,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,53,110,3,4,4,4,Low,0,8,8,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
234,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,54,113,3,5,5,5,Low,3,3,12,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
235,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,55,110,1,2,2,2,Medium,0,9,3,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
236,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,56,107,2,3,3,3,Low,-3,13,49,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
237,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,57,109,2,3,3,3,Low,-1,3,26,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
238,4,4,7r9xj3c6,PC10,34.13,nax4qc0j,EX2012-03a,Aligned,Rare,1,76.800003,705,34,Receiver,58,113,4,5,5,5,Medium,3,3,6,3,100,3,7,150,Strongly agree,Neither agree nor disagree,21,Economics,Female
